gene_name	uniprot_id	length	Hk
yfjS	O52982	147	0
ilvI	P00893	574	0
livK	P04816	369	0
apaH	P05637	280	0
dnaX	P06710	643	1
ppdB	P08371	187	0
hsdR	P08956	1170	0
pncC	P0A6G3	165	0
clsA	P0A6H8	486	0
murA	P0A749	419	0
ppa	P0A7A9	176	1
pepE	P0A7C6	229	0
pyrI	P0A7F3	153	0
rpmB	P0A7M2	78	0
trmB	P0A8I5	239	0
asnS	P0A8M0	466	1
yqgE	P0A8W5	187	1
speG	P0A951	186	0
yedA	P0AA70	306	0
araG	P0AAF3	504	1
sapF	P0AAH8	268	0
ybbJ	P0AAS3	152	0
yceB	P0AB26	186	0
napC	P0ABL5	200	0
deoD	P0ABP8	239	0
ygfA	P0AC28	182	0
gloB	P0AC84	251	0
yejG	P0AD21	114	0
ivy	P0AD59	157	0
bcsF	P0ADJ5	63	0
yibL	P0ADK8	120	0
bioP	P0ADP5	299	0
hycA	P0AEV4	153	0
nagD	P0AF24	250	0
rmf	P0AFW2	55	0
rof	P0AFW8	84	0
sapB	P0AGH3	321	0
tyrS	P0AGJ9	424	1
paaJ	P0C7L2	401	0
insH2	P0CE50	326	0
insI1	P0CF88	383	0
yjiQ	P0DP22	186	0
yqfI	P0DPP5	27	0
ybhB	P12994	158	0
cysA	P16676	365	0
cysU	P16701	277	0
malX	P19642	530	0
polB	P21189	783	0
trmA	P23003	366	0
lnt	P23930	512	0
maeA	P26616	565	0
wzyE	P27835	450	1
flgL	P29744	317	0
acrB	P31224	1049	0
caiT	P31553	504	0
prpC	P31660	389	0
nikE	P33594	268	0
hofQ	P34749	412	0
ahpF	P35340	521	0
norW	P37596	377	0
yhhL	P37614	89	1
yhhQ	P37619	221	0
bcsZ	P37651	368	0
ydjE	P38055	452	0
rspA	P38104	404	0
etk	P38134	726	0
fadK	P38135	566	0
ytfJ	P39187	184	0
yjcZ	P39267	292	0
tynA	P46883	757	0
ldcC	P52095	713	0
aqpZ	P60844	231	0
rlmB	P63177	243	0
ydhI	P64471	78	0
mgrB	P64512	47	0
yodC	P64517	60	0
feoC	P64638	78	0
sra	P68191	45	0
wcaL	P71243	406	0
ybbW	P75712	484	0
clsC	P75919	473	0
nagK	P75959	303	0
rzpQ	P76158	165	0
ynfA	P76169	108	1
ynfD	P76172	101	1
cmoA	P76290	247	0
dsbG	P77202	248	0
ydeN	P77318	560	0
yahL	P77393	271	0
cnoX	P77395	284	0
rnm	P77766	293	0
yfcH	P77775	297	1
maa	P77791	183	0
yfaY	P77808	400	0
yfeS	P78271	244	0
ytjA	Q2M5U1	53	0
yqeC	Q46809	256	0
yqhC	Q46855	318	0
yqeI	Q46942	269	0
ibsD	C1P616	19	0
phoA	P00634	471	0
rplO	P02413	144	1
kdsB	P04951	248	1
ebgA	P06864	1030	0
creB	P08368	229	0
glpQ	P09394	358	0
prfC	P0A7I4	529	0
rpmA	P0A7L8	85	0
rnpA	P0A7Y8	119	0
lysS	P0A8N3	505	0
ycjF	P0A8R7	353	1
fbp	P0A993	332	0
phoH	P0A9K1	354	0
gatD	P0A9S3	346	1
gldA	P0A9S5	367	0
ybiT	P0A9U3	530	0
yqjA	P0AA63	220	1
ybdF	P0AAT2	122	0
purB	P0AB89	456	0
hflK	P0ABC7	419	0
frdB	P0AC47	244	0
zur	P0AC51	171	0
satP	P0AC98	188	0
lpxP	P0ACV2	306	0
yohK	P0AD19	231	0
ygiW	P0ADU5	130	0
glnH	P0AEQ3	248	0
mtnN	P0AF12	232	1
nuoI	P0AFD6	180	0
nuoM	P0AFE8	509	0
pqiA	P0AFL9	417	0
sohB	P0AG14	349	0
rmuC	P0AG71	475	0
insF4	P0CF82	288	0
fucK	P11553	472	0
fecD	P15029	318	0
purD	P15640	429	0
dmsA	P18775	814	0
ggt	P18956	580	0
cysD	P21156	302	0
tnaB	P23173	415	0
manC	P24174	478	0
acrE	P24180	385	0
rhsE	P24211	682	0
fliD	P24216	468	0
gluQ	P27305	308	0
wecD	P27832	224	0
yaaI	P28696	134	0
fliH	P31068	228	0
adeP	P31466	445	0
rhaD	P32169	274	1
yeiI	P33020	362	0
yeiQ	P33029	488	0
dusC	P33371	315	0
nikA	P33590	524	0
amiA	P36548	289	0
norR	P37013	504	0
yjdJ	P39274	90	0
yjgL	P39336	604	0
ybiI	P41039	88	0
nudL	P43337	192	0
yhfS	P45545	361	0
xapB	P45562	418	0
abgT	P46133	508	0
yecH	P46887	79	0
yfjX	P52139	152	0
rplD	P60723	201	1
yheS	P63389	637	0
ybcW	P64435	68	0
yqjD	P64581	101	0
yfgH	P65290	172	0
bepA	P66948	487	0
nemR	P67430	199	0
frwB	P69816	106	0
citF	P75726	510	0
ycdY	P75915	184	0
insQ	P76102	402	0
lsrF	P76143	291	0
ydfR	P76160	103	1
yoaA	P76257	636	0
yfdY	P76521	80	0
intZ	P76542	402	0
yqiG	P76655	821	0
yzgL	P76692	93	0
ydcU	P77156	313	1
ydfI	P77260	486	0
ecpE	P77263	236	1
fetA	P77279	225	0
yahE	P77297	287	0
paoB	P77324	318	1
ybcV	P77598	136	1
yfcS	P77599	250	0
ansP	P77610	499	0
ydjI	P77704	278	0
ydgA	P77804	502	1
yqeB	Q46808	541	0
yghG	Q46835	136	0
ygiQ	Q46861	739	0
otnC	Q46890	212	0
insA9	A0A385XJ53	91	0
ibsA	C1P607	19	0
pinE	P03014	184	0
proA	P07004	417	0
prfB	P07012	365	0
ddlB	P07862	306	1
engB	P0A6P7	210	1
pyrD	P0A7E1	336	0
rhlB	P0A8J8	421	0
mug	P0A9H1	168	0
ybeZ	P0A9K3	346	0
ybgE	P0AAV0	97	0
yccJ	P0AB14	75	0
yfaE	P0ABW3	84	0
acrR	P0ACS9	215	0
yajG	P0ADA5	192	0
yhhN	P0ADI9	208	0
yggN	P0ADS9	239	0
rplW	P0ADZ0	100	1
mazF	P0AE70	111	0
glpF	P0AER0	281	0
nupG	P0AFF4	418	0
osmY	P0AFH8	201	0
phoB	P0AFJ5	229	0
pitA	P0AFJ7	499	0
pnuC	P0AFK2	239	0
ybhS	P0AFQ2	377	0
ycjO	P0AFR7	293	0
yghA	P0AG84	294	0
yhhJ	P0AGH1	374	0
insB5	P0CF28	167	0
insF2	P0CF80	288	0
insI4	P0CF90	383	0
timP	P0DUM3	41	0
treA	P13482	565	0
cstA	P15078	701	0
fadA	P21151	387	0
speA	P21170	658	0
murE	P22188	495	1
nlpC	P23898	154	0
ascB	P24240	474	0
waaY	P27240	232	0
yigF	P27842	126	0
yigZ	P27862	204	0
bcr	P28246	396	0
lhr	P30015	1538	0
hemN	P32131	457	0
yjbM	P32694	235	1
tktB	P33570	667	0
nikD	P33593	254	0
torD	P36662	199	1
yfaD	P37014	299	1
yiaL	P37673	155	0
yiaU	P37682	324	0
narU	P37758	462	0
yjeO	P39284	104	1
ulaG	P39300	354	0
yjhD	P39354	76	0
lgoD	P39400	340	0
gspH	P41443	169	0
fkpA	P45523	270	0
ybcI	P45570	173	0
gspC	P45757	271	0
yrfF	P45800	711	0
ybhD	P52696	317	0
mngB	P54746	877	0
ispF	P62617	159	1
yecN	P64515	131	0
ygeY	P65807	403	0
infA	P69222	72	0
amtB	P69681	428	0
manX	P69797	323	0
insN1	P75679	134	0
ubiF	P75728	391	0
ybgP	P75749	242	1
ycbZ	P75867	586	0
flgD	P75936	231	0
ymfE	P75968	234	0
ariR	P75993	88	0
yciT	P76034	249	0
puuD	P76038	254	0
ttcA	P76055	311	0
ydaU	P76065	285	1
intQ	P76168	398	0
cho	P76213	295	1
cdgI	P76236	491	0
msrQ	P76343	211	0
ugd	P76373	388	0
trhP	P76403	453	0
ygaY	P76628	394	0
paoD	P77183	318	0
mdlA	P77265	590	0
ybaT	P77400	430	0
yahJ	P77554	460	0
patD	P77674	474	0
ylbG	P77688	123	0
ybfO	P77779	477	0
ydeS	P77789	176	0
ygiV	Q46866	160	0
ygcO	Q46905	86	0
azuC	C1P605	28	0
yqfG	C1P614	41	0
thrB	P00547	310	0
aroH	P00887	348	1
ompF	P02931	362	0
dnaQ	P03007	243	1
rbsA	P04983	501	0
dld	P06149	571	0
tyrA	P07023	373	0
groES	P0A6F9	97	1
efp	P0A6N4	188	1
glpE	P0A6V5	108	0
ihfB	P0A6Y1	94	0
pyrB	P0A786	311	0
ribA	P0A7I7	196	1
rimM	P0A7X6	182	1
metK	P0A817	384	1
yebC	P0A8A0	246	1
zupT	P0A8H3	257	0
rlmH	P0A8I8	155	1
metJ	P0A8U6	105	0
blc	P0A901	177	0
nirD	P0A9I8	108	0
rbsK	P0A9J6	309	0
yiaG	P0A9V5	96	0
rsuA	P0AA43	231	0
dosC	P0AA89	460	0
gltL	P0AAG3	241	1
hydN	P0AAK4	175	0
yaiY	P0AAP7	102	1
ybhP	P0AAW1	253	0
cybB	P0ABE5	176	0
flgB	P0ABW9	138	0
hslR	P0ACG8	133	0
yeiE	P0ACR4	293	0
ydfA	P0ACW8	51	0
yeeZ	P0AD12	274	0
fimB	P0ADH5	200	0
astA	P0AE37	344	1
elaB	P0AEH5	101	0
yjfL	P0AF80	132	0
yibN	P0AG27	143	0
tldD	P0AGG8	481	0
insH1	P0CE49	326	0
insE4	P0CF69	99	1
phnE1	P0DP69	206	0
fdhE	P13024	309	0
hyaE	P19931	132	0
dbpA	P21693	457	0
garK	P23524	381	0
dinG	P27296	716	0
wecC	P27829	420	0
yigL	P27848	266	0
yhcA	P28722	224	0
ybfC	P28915	189	1
yceH	P29217	215	0
caiB	P31572	405	0
mqo	P33940	548	0
yadG	P36879	308	0
yadI	P36881	146	1
purU	P37051	280	1
tauD	P37610	283	0
wecH	P37669	331	0
rsgA	P39286	350	0
nanY	P39353	372	0
uxaA	P42604	495	0
dlsT	P42628	443	0
yhfK	P45537	700	0
stfP	P45581	209	0
gntK	P46859	175	0
yggU	P52060	96	0
yfjH	P52123	318	0
ybjM	P64439	125	0
allE	P75713	261	0
ybgO	P75748	353	0
macB	P75831	648	0
gfcB	P75884	214	0
dgcT	P75908	452	0
pdeG	P75995	507	0
yciW	P76035	375	0
ydbL	P76076	108	0
dgcF	P76147	315	0
rhmA	P76469	267	0
yfeZ	P76538	149	0
eutA	P76551	467	0
eutG	P76553	395	0
lomR	P77184	51	0
ddpD	P77268	328	0
allC	P77425	411	0
yagL	P77607	232	0
yajR	P77726	454	0
fsaA	P78055	220	0
puuA	P78061	472	0
ygeR	Q46798	251	0
yqhG	Q46858	308	0
ygcR	Q46908	259	0
queF	Q46920	282	0
arnE	Q47377	111	0
uidC	Q47706	421	0
ldrD	Q6BF25	35	0
ylcI	A5A607	64	0
yoaJ	C1P603	24	0
rpsG	P02359	179	0
insG	P03835	442	0
nlpA	P04846	272	0
chpS	P08365	83	1
clpP	P0A6G7	207	0
dadA	P0A6J5	432	1
dapF	P0A6K1	274	1
gcvH	P0A6T9	129	0
nrdI	P0A772	136	1
lexA	P0A7C2	202	0
rplT	P0A7L3	118	1
frdC	P0A8Q0	131	0
gcvA	P0A9F6	305	0
gcvR	P0A9I3	190	1
lon	P0A9M0	784	0
nrdG	P0A9N8	154	0
arcA	P0A9Q1	238	0
ybaN	P0AAR5	125	1
ybcJ	P0AAS7	70	0
bhsA	P0AB40	85	0
ychN	P0AB52	117	0
atpD	P0ABB4	460	0
holE	P0ABS8	76	0
tolR	P0ABV6	142	0
hupB	P0ACF4	90	0
allR	P0ACN4	271	0
evgA	P0ACZ4	204	0
ygdD	P0ADR2	131	0
yqiB	P0ADU7	140	1
mlaC	P0ADV7	211	0
csgG	P0AEA2	277	0
dsbC	P0AEG6	236	0
fkpB	P0AEM0	149	0
nhaB	P0AFA7	513	0
secF	P0AG93	323	1
secY	P0AGA2	443	1
ubiA	P0AGK1	290	0
ymjD	P0CD93	21	0
insD6	P0CF58	301	0
ytiB	P0DSE5	18	0
yqgH	P0DSG3	27	0
yfiL	P11289	121	0
murF	P11880	452	0
yciF	P21362	166	0
nmpC	P21420	365	0
intD	P24218	387	0
tehB	P25397	197	0
aslA	P25549	551	0
wecB	P27828	376	0
mltG	P28306	340	0
hemE	P29680	354	1
ybiA	P30176	160	0
artI	P30859	243	0
hsrA	P31474	475	0
pflC	P32675	292	0
stfE	P33227	178	0
yehC	P33342	239	1
hofC	P36646	400	0
thpR	P37025	176	0
yecE	P37348	272	0
bcsB	P37652	779	0
idnD	P39346	343	0
intB	P39347	396	0
yjhQ	P39368	181	0
yjiL	P39383	255	0
yraR	P45469	211	1
yheT	P45524	340	0
tusD	P45532	128	1
yedI	P46125	305	0
hemW	P52062	378	0
qseB	P52076	219	0
ypjA	P52143	1526	0
mngA	P54745	658	0
ymgF	P58034	72	0
yqcA	P65367	149	0
atpE	P68699	79	0
ccmE	P69490	159	1
yahO	P75694	91	0
exoD	P75717	87	0
pxpC	P75745	310	0
pxpA	P75746	244	0
lysO	P75826	299	0
ssuC	P75851	263	0
ycbU	P75859	180	0
ydaT	P76064	140	1
ydjX	P76219	236	0
yeaC	P76231	90	0
yeaO	P76243	115	1
yfaQ	P76463	549	0
yffQ	P76548	125	0
pdeF	P77172	747	0
xynR	P77300	252	0
ddpB	P77308	340	0
yafU	P77354	112	0
arnA	P77398	660	0
dxs	P77488	620	1
bamB	P77774	392	0
ygfX	Q46824	135	0
mrcB	P02919	844	0
rbsB	P02925	296	0
kdpB	P03960	682	0
frsA	P04335	414	0
pepN	P04825	870	0
rem	P07010	83	0
tap	P07018	533	0
truA	P07649	270	0
gltD	P09832	472	0
yeiP	P0A6N8	190	0
nusB	P0A780	139	1
tpiA	P0A858	255	0
yaaA	P0A8I3	258	0
prmA	P0A8T1	293	0
aceA	P0A9G6	434	0
yihU	P0A9V8	298	0
yobA	P0AA57	124	0
cycA	P0AAE0	470	0
ybdD	P0AAS9	65	0
yccF	P0AB12	148	0
surA	P0ABZ6	428	0
wcaB	P0ACC9	162	0
stpA	P0ACG1	134	0
rob	P0ACI0	289	0
zntR	P0ACS5	141	0
yiaW	P0ADK4	107	0
cpxR	P0AE88	232	0
kgtP	P0AEX3	432	0
yjeT	P0AF73	65	0
glnG	P0AFB8	469	0
potD	P0AFK9	348	1
yadS	P0AFP0	207	0
purF	P0AG16	505	0
uhpA	P0AGA6	196	0
sucD	P0AGE9	289	0
yncO	P0DPO5	61	0
yhgO	P0DSG6	13	0
bglB	P11988	470	0
nhaA	P13738	388	0
phnO	P16691	144	0
insA7	P19767	91	0
livF	P22731	237	0
dinD	P23840	274	0
aes	P23872	319	0
ubiI	P25535	400	0
ligB	P25772	560	0
ahr	P27250	339	0
narQ	P27896	566	0
dadX	P29012	356	0
glnE	P30870	946	0
modF	P31060	490	0
ade	P31441	588	0
lptD	P31554	784	1
yddA	P31826	561	0
gph	P32662	252	0
yojI	P33941	547	0
cmoM	P36566	261	0
fbpC	P37009	348	0
rlmJ	P37634	280	0
yhjC	P37641	299	0
pdeK	P37649	662	0
yiaC	P37664	146	0
ygjH	P42589	110	0
ycaK	P43340	196	0
frlC	P45541	276	0
gspI	P45760	125	0
uspC	P46888	142	1
fliI	P52612	457	0
hisF	P60664	258	0
msbA	P60752	582	1
yidE	P60872	553	0
ispE	P62615	283	1
fadD	P69451	561	0
ulaB	P69822	101	0
csrA	P69913	61	0
gdx	P69937	105	0
yagG	P75683	460	1
yliI	P75804	371	0
elfG	P75858	356	0
pgaC	P75905	441	0
xisE	P75970	81	0
ymgC	P75994	82	0
paaH	P76083	475	0
ydcK	P76100	326	0
ydeO	P76135	253	0
yneK	P76150	371	0
ynfN	P76157	51	0
mtfA	P76346	265	1
yeeP	P76359	236	0
arnD	P76472	296	0
pinQ	P77170	196	0
djlC	P77359	483	0
ykgG	P77433	231	0
ybcY	P77460	194	0
tcyP	P77529	463	0
focB	P77733	282	0
ynjE	P78067	435	0
ygeK	Q46791	147	0
ygiZ	Q46867	110	1
tauA	Q47537	320	0
ibsB	C1P608	18	0
fimA	P04128	182	0
argI	P04391	334	0
iscS	P0A6B7	404	1
deoB	P0A6K6	407	0
moaC	P0A738	161	0
msrB	P0A746	137	0
orn	P0A784	181	0
panD	P0A790	126	0
rpmC	P0A7M6	63	0
trmD	P0A873	255	1
dnaT	P0A8J2	179	1
ybeD	P0A8J4	87	0
yciU	P0A8L7	109	0
gfcE	P0A932	379	0
fabB	P0A953	406	1
yeiL	P0A9E9	219	1
proC	P0A9L8	269	1
rhtA	P0AA67	295	0
artP	P0AAF6	242	0
hypC	P0AAM3	90	0
ybiS	P0AAX8	306	0
elyC	P0AB01	259	0
bssS	P0AB33	84	0
exbB	P0ABU7	244	0
xylR	P0ACI3	392	0
decR	P0ACJ5	152	0
cra	P0ACP1	334	0
livJ	P0AD96	367	0
yiaA	P0ADJ8	145	0
yiiE	P0ADQ5	72	0
yggE	P0ADS6	246	0
caiF	P0AE58	131	0
hdhA	P0AET8	255	0
hyfE	P0AEW1	216	0
prkB	P0AEX5	289	0
folM	P0AFS3	240	0
pspD	P0AFV8	73	0
iscX	P0C0L9	66	0
mscS	P0C0S1	286	0
insC2	P0CF41	121	0
ylcJ	P0DPN3	49	0
bipA	P0DTT0	607	0
ytjE	P0DV23	17	0
fecC	P15030	332	0
cysM	P16703	303	0
mraZ	P22186	152	0
acrF	P24181	1034	0
ubiH	P25534	392	1
hflD	P25746	213	0
bglH	P26218	538	0
marR	P27245	144	0
ravA	P31473	498	0
yibJ	P32109	233	0
nrfG	P32712	198	0
yehR	P33354	153	0
yehX	P33360	308	0
selU	P33667	364	0
yejE	P33915	341	1
aegA	P37127	659	0
nrdF	P37146	319	0
dhaM	P37349	472	0
wbbH	P37748	388	0
rcsD	P39838	890	0
yraJ	P42915	838	0
yfiM	P46126	107	0
yrhB	P46857	94	0
cof	P46891	272	0
torY	P52005	366	0
nudI	P52006	141	0
scpC	P52043	492	0
abpA	P52127	538	0
yfjM	P52128	87	0
yjbS	P58036	67	1
lepA	P60785	599	0
yqjE	P64585	134	0
hofN	P64634	179	0
tatC	P69423	258	0
adk	P69441	214	1
wcaC	P71237	405	0
wcaE	P71239	248	0
rclB	P75687	78	0
yahM	P75692	81	0
rlmF	P75782	308	0
flgJ	P75942	313	0
beeE	P75980	157	0
rrrQ	P76159	177	0
msrC	P76270	165	0
hprS	P76339	452	0
pphC	P76395	253	0
yegV	P76419	321	0
yfcO	P76498	273	0
yfdL	P76508	172	0
rsxB	P77223	192	0
feaB	P80668	499	0
ybfQ	Q2EEQ8	84	0
yniD	Q2EES1	35	0
ygfS	Q46819	162	0
yghO	Q46840	390	0
gudX	Q46915	446	0
yjeV	C1P621	17	0
mgtL	E2JKY7	17	0
metC	P06721	395	0
hemC	P06983	313	1
hisD	P06988	434	0
pldB	P07000	340	0
pyrF	P08244	245	1
uvrA	P0A698	940	0
yceF	P0A729	194	0
mgsA	P0A731	152	1
pcm	P0A7A5	208	0
rnhA	P0A7Y4	155	1
cspI	P0A986	70	0
fdnH	P0AAJ3	294	0
hyaC	P0AAM1	235	1
tomB	P0AAR0	124	0
ilvE	P0AB80	309	0
cynT	P0ABE9	219	0
cyoC	P0ABJ3	204	0
aspA	P0AC38	478	0
ydaF	P0ACW0	51	0
trpL	P0AD92	14	0
pinR	P0ADI0	196	0
yifE	P0ADN2	112	0
ygiN	P0ADU2	104	0
gltS	P0AER8	401	0
gss	P0AES0	619	0
narL	P0AF28	216	0
yjbE	P0AF45	80	0
nudB	P0AFC0	150	1
dauA	P0AFR2	559	0
ydcV	P0AFR9	264	1
yhiD	P0AFV2	215	0
ytjB	P0AGC7	214	0
relE	P0C077	95	1
ybiE	P0DSE7	19	0
yoaM	P0DSF7	11	0
lit	P11072	297	0
glpB	P13033	419	0
glpD	P13035	501	0
mukE	P22524	234	1
phoP	P23836	223	0
hemL	P23893	426	1
fdnG	P24183	1015	0
msyB	P25738	124	1
amyA	P26612	495	0
cynR	P27111	299	0
fimD	P30130	878	0
basR	P30843	222	0
rnb	P30850	644	0
dkgB	P30863	267	0
ygiF	P30871	433	0
cbrB	P31468	155	0
fixB	P31574	313	0
frvB	P32154	483	0
psuT	P33024	416	1
purT	P33221	392	0
rcbA	P33230	69	0
yehZ	P33362	305	0
yejK	P33920	335	0
cueO	P36649	516	0
lrhA	P36771	312	0
yagA	P37007	384	0
yhjX	P37662	402	0
sgbH	P37678	220	0
yfjD	P37908	428	0
insN2	P39212	88	0
bglJ	P39404	225	0
yjjU	P39407	357	0
gspA	P45756	489	0
yciQ	P45848	631	0
glcF	P52074	407	0
ydcL	P64451	222	0
ortT	P64453	57	0
proXp-y	P64483	167	0
yhdV	P64622	73	0
hldD	P67910	310	0
rpsU	P68679	71	0
intF	P71298	466	0
afuB	P75681	120	0
b0309	P75688	70	0
gsiD	P75799	303	0
ycaN	P75836	302	0
rutB	P75897	230	1
ymfR	P75979	60	0
ycgZ	P75991	78	0
mokB	P76096	55	0
ydcJ	P76097	447	0
yegU	P76418	334	0
arnF	P76474	128	0
ycjU	P77366	219	0
ybdJ	P77506	82	0
ynaA	P77658	342	0
atoC	Q06065	461	0
ygeW	Q46803	396	0
xdhD	Q46814	956	0
yghE	Q46833	286	0
yqhD	Q46856	387	0
ylcH	Q47268	33	0
ytfR	Q6BEX0	500	1
yoaK	C1P602	32	0
ypdK	C1P610	23	0
metG	P00959	677	1
tag	P05100	187	0
priB	P07013	104	1
cpdB	P08331	647	0
narG	P09152	1247	0
yidB	P09996	132	0
coaA	P0A6I3	316	1
flgH	P0A6S0	232	0
msrA	P0A744	212	0
ruvB	P0A812	336	0
ybeY	P0A898	155	1
udk	P0A8F4	213	0
epmA	P0A8N7	325	1
yciA	P0A8Z0	132	1
ftsZ	P0A9A6	383	1
serA	P0A9T0	410	0
ykgJ	P0AAL9	109	0
hypB	P0AAN3	290	0
acrZ	P0AAW9	49	0
ybjN	P0AAY6	158	0
ycbJ	P0AB03	297	0
gntP	P0AC94	447	0
lrp	P0ACJ0	164	0
ydcH	P0ACW6	74	0
osmB	P0ADA7	72	0
bfd	P0AE56	64	0
yoaB	P0AEB7	114	1
yoaE	P0AEC0	518	0
dam	P0AEE8	278	0
yiiR	P0AF34	146	0
lptF	P0AF98	366	1
nikC	P0AFA9	277	0
sseB	P0AFZ1	258	0
eptC	P0CB39	577	0
insH4	P0CE52	326	0
insH9	P0CE56	326	0
ybeM	P0DP64	187	0
yneP	P0DPO7	40	0
ynfS	P0DPP0	29	0
yibY	P0DSH4	36	0
iap	P10423	345	0
murC	P17952	491	1
yjjA	P18390	164	0
narW	P19317	231	0
tolA	P19934	421	0
mak	P23917	302	0
dcp	P24171	681	0
appX	P24244	30	0
loiP	P25894	252	0
ydbD	P25907	768	0
holD	P28632	137	0
kch	P31069	417	0
aas	P31119	719	0
glvG	P31450	212	0
yijF	P32668	205	0
yehY	P33361	385	0
nikB	P33591	314	0
intS	P37326	385	0
pspF	P37344	325	0
yiaJ	P37671	282	0
aldB	P37685	512	0
gpmI	P37689	514	0
cusA	P38054	1047	0
flu	P39180	1039	0
yjfM	P39295	212	0
yjgH	P39332	131	0
yjhI	P39360	262	0
yraN	P45465	131	0
pphB	P55799	218	0
ysaA	P56256	157	0
fixA	P60566	256	0
lipA	P60716	321	0
ghoT	P64646	57	0
cutA	P69488	112	0
dmsD	P69853	204	0
yagE	P75682	302	0
ybjG	P75806	198	0
ydgK	P76180	146	0
lpxT	P76445	237	0
yfbM	P76483	167	0
cusB	P77239	407	0
sfmC	P77249	230	0
yneJ	P77309	293	0
yafY	P77365	147	0
ydhX	P77375	222	1
yqaB	P77475	188	0
ykfI	P77692	113	1
yahD	P77736	201	0
spy	P77754	161	0
nudG	P77788	135	0
atoS	Q06067	608	0
ymjC	Q2EER5	60	0
yohO	Q2EES6	35	0
ssnA	Q46812	442	0
yqgA	Q46831	235	0
dkgA	Q46857	275	0
gudP	Q46916	450	0
tapT	Q47319	232	0
insB9	A0A385XJL4	167	0
yibV	A5A625	111	0
yoeI	C1P606	20	0
cyaA	P00936	848	0
xylA	P00944	440	0
lacI	P03023	360	0
umuC	P04152	422	0
pheS	P08312	327	0
ptsI	P08839	575	0
speE	P09158	288	0
recR	P0A7H6	201	0
uspB	P0A8S5	111	0
slyA	P0A8W2	144	0
tsx	P0A927	294	0
dnaN	P0A988	366	0
ulaR	P0A9W0	251	0
ibaG	P0A9W6	84	0
yagU	P0AAA1	204	0
potE	P0AAF1	439	0
hycB	P0AAK1	203	0
ybeL	P0AAT9	160	0
ybiJ	P0AAX3	86	0
tusE	P0AB18	109	0
yceK	P0AB31	75	0
nth	P0AB83	211	0
nrfA	P0ABK9	478	0
fliP	P0AC05	245	0
focA	P0AC23	285	0
iscU	P0ACD4	128	1
dcuR	P0AD01	239	0
yohC	P0AD17	195	0
tamA	P0ADE4	577	0
csgE	P0AE95	129	1
uvrY	P0AED5	218	0
rraB	P0AF90	138	0
nfrB	P0AFA5	745	0
yjdM	P0AFJ1	111	0
rnk	P0AFW4	136	0
rpsN	P0AG59	101	1
rpoH	P0AGB3	284	1
insB2	P0CF26	167	0
ilvG	P0DP89	327	0
ykiD	P0DPN2	27	0
rnhB	P10442	198	1
narI	P11350	225	0
bioB	P12996	346	0
sbcC	P13458	1048	0
sdaA	P16095	454	0
hipA	P23874	440	0
speF	P24169	732	0
manB	P24175	456	0
acuI	P26646	324	0
thiQ	P31548	232	0
yihO	P32136	467	0
bglX	P33363	765	0
ccmA	P33931	207	0
eutR	P36547	350	0
wbbL	P36667	264	0
ydiF	P37766	531	0
menF	P38051	431	0
kilR	P38393	73	0
rsmC	P39406	343	0
mltB	P41052	361	0
ygjV	P42603	183	0
tdcG	P42630	454	1
tdcE	P42632	764	0
yraK	P43319	363	0
yhdT	P45566	80	0
gspE	P45759	493	0
dsdC	P46068	311	0
yaeR	P52096	129	0
yccM	P52636	357	0
yciX	P58094	55	0
clpB	P63284	857	0
yhcN	P64614	87	0
aaeR	P67662	309	0
grcA	P68066	127	1
frc	P69902	416	0
ykfF	P75677	79	0
ykiA	P75704	93	0
ybhN	P75770	318	1
rlmC	P75817	375	0
ycaQ	P75843	410	0
ycfL	P75946	125	0
ymfM	P75977	112	0
ycgX	P75988	134	1
ycjX	P76046	465	0
ves	P76214	191	1
ynjC	P76224	511	0
yeeR	P76361	510	0
patZ	P76594	886	0
hyfD	P77416	479	0
hyfH	P77423	181	0
sufS	P77444	406	0
lsrC	P77672	342	0
ygiS	Q46863	535	0
ygcQ	Q46907	286	0
tauB	Q47538	255	0
yafV	Q47679	256	0
ymgG	Q7DFV3	114	0
polA	P00582	928	0
rpsF	P02358	135	1
pntA	P07001	510	0
tdh	P07913	341	0
mutT	P08337	129	0
creC	P08401	474	0
yjaB	P09163	147	0
ppk	P0A7B1	688	0
dctA	P0A830	428	0
trpR	P0A881	108	0
serS	P0A8L1	430	1
cheZ	P0A9H9	214	0
nrfC	P0AAK7	223	0
arsB	P0AB93	429	0
ftsA	P0ABH0	420	1
yijE	P0ABT8	301	0
folX	P0AC19	120	0
grxC	P0AC62	83	0
ydhR	P0ACX3	101	1
yecA	P0AD05	221	0
raiA	P0AD49	113	0
ecnA	P0ADB4	41	0
ubiJ	P0ADP7	201	0
aroM	P0AE28	225	0
cheY	P0AE67	129	0
gcl	P0AEP7	593	0
glcD	P0AEP9	499	0
livH	P0AEX7	308	0
nuoB	P0AFC7	220	0
rseB	P0AFX9	318	0
slt	P0AGC3	645	0
thiL	P0AGG0	325	1
trmL	P0AGJ7	157	0
ppnP	P0C037	94	0
insA2	P0CF08	91	0
insC1	P0CF40	121	0
insD8	P0CF60	218	0
hcaB	P0CI31	270	0
ynaN	P0DSF1	15	0
lpxB	P10441	382	1
zraS	P14377	465	0
flk	P15286	331	0
rhsA	P16916	1377	0
xapR	P23841	294	0
dppA	P23847	535	0
priC	P23862	175	1
